CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD
Ric8inhib-1-frag-placed-1130,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)ccc(F)c1F,9,NCS1-am-batch-2,NCS1-x1219,OK: No comment:No comment,success,1.838,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-488,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-2,NCS1-x1220,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1650,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)n1ncc2c(F)ccc(N)c21,9,NCS1-am-batch-2,NCS1-x1222,OK: No comment:No comment,success,2.524,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,0.851,0.281428499,1.05,0.652,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-160,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1,9,NCS1-am-batch-2,NCS1-x1223,OK: No comment:No comment,success,2.304,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1209,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1224,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-274,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1225,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-287,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1I,9,NCS1-am-batch-2,NCS1-x1226,OK: No comment:No comment,success,2.803,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-280,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1N,9,NCS1-am-batch-2,NCS1-x1227,OK: No comment:No comment,success,2.53,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.515,0.912167748,2.16,0.87,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-282,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1O,9,NCS1-am-batch-2,NCS1-x1228,OK: No comment:No comment,success,3.26,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1809,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1c(F)c(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1229,OK: No comment:No comment,success,2.492,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-555,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)c(Br)c1,9,NCS1-am-batch-2,NCS1-x1230,OK: No comment:No comment,success,2.127,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1935,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1231,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-607,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1232,OK: No comment:No comment,success,2.419,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-277,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)cc1,9,NCS1-am-batch-2,NCS1-x1233,OK: No comment:No comment,success,3.06,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1933,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)NNc1ccc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1234,OK: No comment:No comment,success,2.753,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1782,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C(C)C,9,NCS1-am-batch-2,NCS1-x1235,OK: No comment:No comment,Failed - low resolution,3.83,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1865,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c([N+](=O)[O-])ccc(F)c1C,9,NCS1-am-batch-2,NCS1-x1237,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-946,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-2,NCS1-x1239,OK: No comment:No comment,success,2.057,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,3.877901,4.142446,,
Ric8inhib-1-frag-placed-827,Cc1cc(F)c(Br)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1240,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,True,True,,,,1.76,0.254558441,1.58,1.94,x0119-2B,x0311-1A,4.658182,4.531345,,
Ric8inhib-1-frag-placed-832,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1241,OK: No comment:No comment,success,3.3,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1790,Cc1cc(F)cc([N+](=O)[O-])c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1242,OK: No comment:No comment,success,2.363,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-734,Cc1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1243,OK: No comment:No comment,success,2.137,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-813,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1244,OK: No comment:No comment,Failed - low resolution,4.33,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1594,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c1N,9,NCS1-am-batch-2,NCS1-x1245,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-445,Cc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1246,OK: No comment:No comment,success,1.777,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-696,Cc1cc(F)ccc1N(N)C(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1247,OK: No comment:No comment,success,2.155,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.2615,0.846406817,1.86,0.663,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-816,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(Br)cc1F,9,NCS1-am-batch-2,NCS1-x1248,OK: No comment:No comment,success,1.835,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-745,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(N)cc1F,9,NCS1-am-batch-2,NCS1-x1249,OK: No comment:No comment,success,1.888,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1257,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1c2ccc(F)cc2CC1C,9,NCS1-am-batch-2,NCS1-x1251,OK: No comment:No comment,success,3.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.361,0.889540331,1.99,0.732,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1814,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1c2ccc(F)cc2CCC1C,9,NCS1-am-batch-2,NCS1-x1252,OK: No comment:No comment,success,1.941,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-699,CCc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1253,OK: No comment:No comment,success,1.886,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1872,CCOC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1254,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1875,CCOC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1255,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1652,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1cc(Br)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1256,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1802,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1258,OK: No comment:No comment,success,2.661,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-830,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1259,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1607,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1260,OK: No comment:No comment,Failed - unknown,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-798,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1ccc(F)cc1N,9,NCS1-am-batch-2,NCS1-x1261,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.419,0.750947402,1.95,0.888,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1881,COC(=O)c1cc(F)c(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1262,OK: No comment:No comment,success,2.01,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1871,COC(=O)c1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1263,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1884,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-2,NCS1-x1264,OK: No comment:No comment,success,2.444,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1896,COc1cc([N+](=O)[O-])c(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)cc1F,9,NCS1-am-batch-2,NCS1-x1265,OK: No comment:No comment,success,2.955,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1883,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1266,OK: No comment:No comment,success,1.683,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1667,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1267,OK: No comment:No comment,Failed - low resolution,7.17,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1475,COc1cc(F)c(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1268,OK: No comment:No comment,success,1.844,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1528,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1269,OK: No comment:No comment,success,2.204,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1495,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1CCCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1270,OK: No comment:No comment,success,2.47,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1796,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)c(C#N)c1F,9,NCS1-am-batch-2,NCS1-x1271,OK: No comment:No comment,success,2.189,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1613,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1273,OK: No comment:No comment,success,3.47,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-759,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1274,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1524,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1275,OK: No comment:No comment,success,2.195,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1569,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C(N)=O)c1,9,NCS1-am-batch-2,NCS1-x1276,OK: No comment:No comment,success,1.907,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1779,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)c(Br)cc(F)c1Br,9,NCS1-am-batch-2,NCS1-x1277,OK: No comment:No comment,success,1.975,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1715,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)c(Br)c1N,9,NCS1-am-batch-2,NCS1-x1278,OK: No comment:No comment,success,1.91,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-678,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1280,OK: No comment:No comment,success,1.724,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1880,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-2,NCS1-x1281,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-674,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Cl)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1282,OK: No comment:No comment,success,2.47,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1488,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1283,OK: No comment:No comment,success,1.873,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-732,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1284,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-811,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1285,OK: No comment:No comment,success,2.132,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-748,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1286,OK: No comment:No comment,success,2.173,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-679,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Br)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1287,OK: No comment:No comment,success,2.227,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1876,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(C(F)(F)F)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1288,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1498,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)c(Cl)c1F,9,NCS1-am-batch-2,NCS1-x1289,OK: No comment:No comment,success,1.695,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-942,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1290,OK: No comment:No comment,success,2.111,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-676,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(Cl)c(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1291,OK: No comment:No comment,success,1.769,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1888,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1292,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1563,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(Br)cc1N,9,NCS1-am-batch-2,NCS1-x1293,OK: No comment:No comment,success,1.922,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,1.865,0.601040764,2.29,1.44,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-751,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1294,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1534,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1295,OK: No comment:No comment,success,2.305,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1588,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(F)c1N,9,NCS1-am-batch-2,NCS1-x1297,OK: No comment:No comment,success,2.339,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1843,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(F)c(N)cc(F)c1F,9,NCS1-am-batch-2,NCS1-x1298,OK: No comment:No comment,success,2.044,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1484,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(N)c1F,9,NCS1-am-batch-2,NCS1-x1299,OK: No comment:No comment,success,3.64,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-818,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1300,OK: No comment:No comment,success,2.636,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-754,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1301,OK: No comment:No comment,success,3.28,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-755,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1302,OK: No comment:No comment,success,1.682,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-753,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)cc1O,9,NCS1-am-batch-2,NCS1-x1303,OK: No comment:No comment,success,1.727,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-712,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1304,OK: No comment:No comment,success,1.96,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-756,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1305,OK: No comment:No comment,success,1.775,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1841,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)ccc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1306,OK: No comment:No comment,success,1.788,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-715,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(N)c(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1308,OK: No comment:No comment,success,2.67,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
Ric8inhib-1-frag-placed-1575,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)ccc(F)c1Br,9,NCS1-am-batch-3,NCS1-x1343,OK: No comment:No comment,success,2.358,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,
