CompoundCode,CompoundSMILES,CompoundConcentration,LibraryPlate,CrystalName,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,has_syndirella_name,base_name,crystal_hit,CAR,KD,KD_sd,KD_sem,kd_off_rate,kd_off_rate_sd,kd_off_rate1,kd_off_rate2,hit1,hit2,chainA_exp_predicted_RMSD,chainB_exp_predicted_RMSD,v2_chainA_exp_predicted_RMSD,v2_chainB_exp_predicted_RMSD,measurable_affinity,X,Y
Ric8inhib-1-frag-placed-643,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1200,OK: No comment:No comment,success,2.222,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.23298,2.9148788
Ric8inhib-1-frag-placed-1105,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1201,OK: No comment:No comment,success,1.974,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.675,0.487903679,2.02,1.33,x0119-2B,x0311-1A,,,,,True,-21.916489,-1.8060892
Ric8inhib-1-frag-placed-640,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1202,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,2.23,0.721248917,2.74,1.72,x0119-2B,x0311-1A,,,,,True,-25.544756,13.521048
Ric8inhib-1-frag-placed-1109,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(Cl)c1N,9,NCS1-am-batch-2,NCS1-x1203,OK: No comment:No comment,Failed - low resolution,3.62,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.955,0.530330086,2.33,1.58,x0119-2B,x0311-1A,,,,,True,-20.886417,-1.6268213
Ric8inhib-1-frag-placed-604,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)cc(F)cc1F,9,NCS1-am-batch-2,NCS1-x1204,OK: No comment:No comment,success,1.767,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.756073,12.014769
Ric8inhib-1-frag-placed-1131,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)cc(F)c1N,9,NCS1-am-batch-2,NCS1-x1205,OK: No comment:No comment,success,1.707,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.11,0.141421356,1.01,1.21,x0119-2B,x0311-1A,,,,,True,-21.201397,-1.5842658
Ric8inhib-1-frag-placed-1320,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(F)ccc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1206,OK: No comment:No comment,success,2.205,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.6986,-2.8495767
Ric8inhib-1-frag-placed-1100,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(N)c(Br)cc1F,9,NCS1-am-batch-2,NCS1-x1207,OK: No comment:No comment,success,2.851,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.776947,4.3159866
Ric8inhib-1-frag-placed-608,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1cc(O)c(F)cc1F,9,NCS1-am-batch-2,NCS1-x1208,OK: No comment:No comment,success,2.076,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-18.02868,3.5587065
Ric8inhib-1-frag-placed-1090,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c([N+](=O)[O-])c1,9,NCS1-am-batch-2,NCS1-x1209,OK: No comment:No comment,success,1.989,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-7.829212,9.49881
Ric8inhib-1-frag-placed-559,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Br)c1N,9,NCS1-am-batch-2,NCS1-x1210,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.12229,1.49811
Ric8inhib-1-frag-placed-483,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Br)c1O,9,NCS1-am-batch-2,NCS1-x1211,OK: No comment:No comment,success,1.828,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.750901,1.7768549
Ric8inhib-1-frag-placed-276,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1212,OK: No comment:No comment,success,1.887,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-5.7571664,6.209039
Ric8inhib-1-frag-placed-517,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1Cl,9,NCS1-am-batch-2,NCS1-x1213,OK: No comment:No comment,success,1.971,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.574856,3.906254
Ric8inhib-1-frag-placed-650,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(Cl)c1F,9,NCS1-am-batch-2,NCS1-x1214,OK: No comment:No comment,success,2.72,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.290814,3.98032
Ric8inhib-1-frag-placed-285,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1215,OK: No comment:No comment,success,1.9,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.803458,6.9859247
Ric8inhib-1-frag-placed-499,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1Br,9,NCS1-am-batch-2,NCS1-x1216,OK: No comment:No comment,success,1.957,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.603702,2.0416899
Ric8inhib-1-frag-placed-644,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1Cl,9,NCS1-am-batch-2,NCS1-x1217,OK: No comment:No comment,success,2.516,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.370745,3.8753932
Ric8inhib-1-frag-placed-600,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1218,OK: No comment:No comment,success,1.895,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-13.68387,2.9619408
Ric8inhib-1-frag-placed-1130,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1c(N)ccc(F)c1F,9,NCS1-am-batch-2,NCS1-x1219,OK: No comment:No comment,success,1.838,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.385897,8.8958235
Ric8inhib-1-frag-placed-488,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)c(I)c1F,9,NCS1-am-batch-2,NCS1-x1220,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.90829,3.5723717
Ric8inhib-1-frag-placed-1650,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)n1ncc2c(F)ccc(N)c21,9,NCS1-am-batch-2,NCS1-x1222,OK: No comment:No comment,success,2.524,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,0.851,0.281428499,1.05,0.652,x0119-2B,x0311-1A,,,,,True,-1.6696752,6.1208396
Ric8inhib-1-frag-placed-160,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1,9,NCS1-am-batch-2,NCS1-x1223,OK: No comment:No comment,success,2.304,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.8045387,5.1039743
Ric8inhib-1-frag-placed-1209,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1[N+](=O)[O-],9,NCS1-am-batch-2,NCS1-x1224,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.509256,-2.883786
Ric8inhib-1-frag-placed-274,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1225,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-11.398116,-3.0362277
Ric8inhib-1-frag-placed-287,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1I,9,NCS1-am-batch-2,NCS1-x1226,OK: No comment:No comment,success,2.803,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.679636,-1.9320493
Ric8inhib-1-frag-placed-280,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1N,9,NCS1-am-batch-2,NCS1-x1227,OK: No comment:No comment,success,2.53,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.515,0.912167748,2.16,0.87,x0119-2B,x0311-1A,,,,,True,-11.440843,-0.479096
Ric8inhib-1-frag-placed-282,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)Nc1ccc(F)cc1O,9,NCS1-am-batch-2,NCS1-x1228,OK: No comment:No comment,success,3.26,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.906652,-0.9371254
Ric8inhib-1-frag-placed-1809,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1c(F)c(F)c(F)c(F)c1F,9,NCS1-am-batch-2,NCS1-x1229,OK: No comment:No comment,success,2.492,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.802507,5.3244042
Ric8inhib-1-frag-placed-555,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)c(Br)c1,9,NCS1-am-batch-2,NCS1-x1230,OK: No comment:No comment,success,2.127,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.7159617,6.514616
Ric8inhib-1-frag-placed-1935,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)NNc1ccc(F)c(Cl)c1,9,NCS1-am-batch-2,NCS1-x1231,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-4.322018,3.9060502
Ric8inhib-1-frag-placed-607,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1232,OK: No comment:No comment,success,2.419,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,3.2792416,6.8011084
Ric8inhib-1-frag-placed-277,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)N(N)c1ccc(F)cc1,9,NCS1-am-batch-2,NCS1-x1233,OK: No comment:No comment,success,3.06,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,3.3683228,5.42777
Ric8inhib-1-frag-placed-1933,Cc1oc(S(=O)(=O)N2CCCC2)cc1C(=O)NNc1ccc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1234,OK: No comment:No comment,success,2.753,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-6.22211,1.1311302
Ric8inhib-1-frag-placed-1782,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C(C)C,9,NCS1-am-batch-2,NCS1-x1235,OK: No comment:No comment,Failed - low resolution,3.83,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-29.331955,13.512264
Ric8inhib-1-frag-placed-1865,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c([N+](=O)[O-])ccc(F)c1C,9,NCS1-am-batch-2,NCS1-x1237,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.917408,10.82639
Ric8inhib-1-frag-placed-946,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C)c1C,9,NCS1-am-batch-2,NCS1-x1239,OK: No comment:No comment,success,2.057,1 - Analysis Pending,True,Ric8inhibitor-1,True,True,,,,,,,,x0119-2B,x0311-1A,3.877901,4.142446,,,False,-12.622678,1.9289026
Ric8inhib-1-frag-placed-827,Cc1cc(F)c(Br)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1240,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,True,True,,,,1.76,0.254558441,1.58,1.94,x0119-2B,x0311-1A,4.658182,4.531345,,,True,-26.838099,1.1834881
Ric8inhib-1-frag-placed-832,Cc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1241,OK: No comment:No comment,success,3.3,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-17.373987,6.926593
Ric8inhib-1-frag-placed-1790,Cc1cc(F)cc([N+](=O)[O-])c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1242,OK: No comment:No comment,success,2.363,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-23.263609,14.030891
Ric8inhib-1-frag-placed-734,Cc1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1243,OK: No comment:No comment,success,2.137,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.171831,14.725298
Ric8inhib-1-frag-placed-813,Cc1cc(F)cc(N)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1244,OK: No comment:No comment,Failed - low resolution,4.33,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-24.579384,12.774524
Ric8inhib-1-frag-placed-1594,Cc1cc(F)cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c1N,9,NCS1-am-batch-2,NCS1-x1245,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-20.984291,-2.4076152
Ric8inhib-1-frag-placed-445,Cc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1246,OK: No comment:No comment,success,1.777,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.991712,-1.1066558
Ric8inhib-1-frag-placed-696,Cc1cc(F)ccc1N(N)C(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1247,OK: No comment:No comment,success,2.155,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.2615,0.846406817,1.86,0.663,x0119-2B,x0311-1A,,,,,True,2.5144603,3.8462553
Ric8inhib-1-frag-placed-816,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(Br)cc1F,9,NCS1-am-batch-2,NCS1-x1248,OK: No comment:No comment,success,1.835,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-27.088854,2.5980754
Ric8inhib-1-frag-placed-745,Cc1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(N)cc1F,9,NCS1-am-batch-2,NCS1-x1249,OK: No comment:No comment,success,1.888,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-22.395512,1.6271701
Ric8inhib-1-frag-placed-1257,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1c2ccc(F)cc2CC1C,9,NCS1-am-batch-2,NCS1-x1251,OK: No comment:No comment,success,3.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.361,0.889540331,1.99,0.732,x0119-2B,x0311-1A,,,,,True,5.328766,-7.7766066
Ric8inhib-1-frag-placed-1814,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1c2ccc(F)cc2CCC1C,9,NCS1-am-batch-2,NCS1-x1252,OK: No comment:No comment,success,1.941,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.2094884,-7.9610324
Ric8inhib-1-frag-placed-699,CCc1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1253,OK: No comment:No comment,success,1.886,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-8.294624,-2.2093947
Ric8inhib-1-frag-placed-1872,CCOC(=O)c1cc(F)ccc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1254,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-7.2147527,-2.5931187
Ric8inhib-1-frag-placed-1875,CCOC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1255,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-4.128824,9.006562
Ric8inhib-1-frag-placed-1652,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1cc(Br)c(F)cc1N,9,NCS1-am-batch-2,NCS1-x1256,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.2573957,0.6406832
Ric8inhib-1-frag-placed-1802,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1cc(F)cc(Br)c1N,9,NCS1-am-batch-2,NCS1-x1258,OK: No comment:No comment,success,2.661,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.9901667,0.47811925
Ric8inhib-1-frag-placed-830,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1ccc(F)c(F)c1,9,NCS1-am-batch-2,NCS1-x1259,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,5.7780933,6.8376226
Ric8inhib-1-frag-placed-1607,CNc1ccc(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1260,OK: No comment:No comment,Failed - unknown,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-10.766547,-1.6818483
Ric8inhib-1-frag-placed-798,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N(C)c1ccc(F)cc1N,9,NCS1-am-batch-2,NCS1-x1261,OK: No comment:No comment,FALSE,0.0,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,1.419,0.750947402,1.95,0.888,x0119-2B,x0311-1A,,,,,True,3.751657,1.7739327
Ric8inhib-1-frag-placed-1881,COC(=O)c1cc(F)c(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1262,OK: No comment:No comment,success,2.01,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-19.148096,5.552418
Ric8inhib-1-frag-placed-1871,COC(=O)c1cc(F)cc(Cl)c1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1263,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.986322,15.610384
Ric8inhib-1-frag-placed-1884,COC(=O)c1cc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)c(C)cc1F,9,NCS1-am-batch-2,NCS1-x1264,OK: No comment:No comment,success,2.444,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-18.724848,8.731521
Ric8inhib-1-frag-placed-1896,COc1cc([N+](=O)[O-])c(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)cc1F,9,NCS1-am-batch-2,NCS1-x1265,OK: No comment:No comment,success,2.955,7 - Analysed & Rejected,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-12.40385,8.9975605
Ric8inhib-1-frag-placed-1883,COc1cc(F)c([N+](=O)[O-])cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1266,OK: No comment:No comment,success,1.683,1 - Analysis Pending,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-13.126872,8.82773
Ric8inhib-1-frag-placed-1667,COc1cc(F)c(Cl)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1267,OK: No comment:No comment,Failed - low resolution,7.17,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-15.477851,8.57393
Ric8inhib-1-frag-placed-1475,COc1cc(F)c(F)cc1NC(=O)c1cc(S(=O)(=O)N2CCCCC2)oc1C,9,NCS1-am-batch-2,NCS1-x1268,OK: No comment:No comment,success,1.844,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-14.894762,8.109999
Ric8inhib-1-frag-placed-1528,COc1cc(N(N)C(=O)c2cc(S(=O)(=O)N3CCCCC3)oc2C)ccc1F,9,NCS1-am-batch-2,NCS1-x1269,OK: No comment:No comment,success,2.204,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,2.2800813,7.7695985
Ric8inhib-1-frag-placed-1495,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)N1CCCc2cc(F)ccc21,9,NCS1-am-batch-2,NCS1-x1270,OK: No comment:No comment,success,2.47,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,4.4805336,-9.837821
Ric8inhib-1-frag-placed-1796,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)c(C#N)c1F,9,NCS1-am-batch-2,NCS1-x1271,OK: No comment:No comment,success,2.189,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-30.32142,10.342026
Ric8inhib-1-frag-placed-1613,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1273,OK: No comment:No comment,success,3.47,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-30.44002,12.672597
Ric8inhib-1-frag-placed-759,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)cc1C#N,9,NCS1-am-batch-2,NCS1-x1274,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-7.6710505,-5.1218567
Ric8inhib-1-frag-placed-1524,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1cc(F)c(F)c(C#N)c1,9,NCS1-am-batch-2,NCS1-x1275,OK: No comment:No comment,success,2.195,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-9.458017,5.1639442
Ric8inhib-1-frag-placed-1569,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1ccc(F)c(C(N)=O)c1,9,NCS1-am-batch-2,NCS1-x1276,OK: No comment:No comment,success,1.907,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-5.845665,7.7661014
Ric8inhib-1-frag-placed-1779,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(N)c(Br)cc(F)c1Br,9,NCS1-am-batch-2,NCS1-x1277,OK: No comment:No comment,success,1.975,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.214497,8.712256
Ric8inhib-1-frag-placed-1715,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)c(Br)c1N,9,NCS1-am-batch-2,NCS1-x1278,OK: No comment:No comment,success,1.91,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.36005,9.032381
Ric8inhib-1-frag-placed-678,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Br)cc(F)cc1Br,9,NCS1-am-batch-2,NCS1-x1280,OK: No comment:No comment,success,1.724,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-29.02446,12.635416
Ric8inhib-1-frag-placed-1880,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Cl)cc(F)c(Br)c1C(=O)O,9,NCS1-am-batch-2,NCS1-x1281,OK: No comment:No comment,FALSE,0.0,2 - PANDDA model,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-28.37369,18.309914
Ric8inhib-1-frag-placed-674,Cc1oc(S(=O)(=O)N2CCCCC2)cc1C(=O)Nc1c(Cl)cc(F)cc1Cl,9,NCS1-am-batch-2,NCS1-x1282,OK: No comment:No comment,success,2.47,3 - In Refinement,True,Ric8inhibitor-1,False,True,,,,,,,,x0119-2B,x0311-1A,,,,,False,-25.97656,14.722236
